Protein accession,Locus tag,FC,Description,Name,evalue,score,COG_category,Preferred_name,KEGG_ko,PFAMs,Pathway_name,Strain 
QXV71226.1,HTZ92_3301,1.479688452,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Metabolic pathways,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.479688452,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.479688452,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Biosynthesis of nucleotide sugars,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.479688452,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Glycolysis / Gluconeogenesis,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.479688452,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Pentose phosphate pathway,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.479688452,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Galactose metabolism,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.479688452,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Purine metabolism,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.479688452,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Starch and sucrose metabolism,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.479688452,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Streptomycin biosynthesis,Ab ATCC 19606
QXV71226.1,HTZ92_3301,1.479688452,"Phosphoglucomutase/phosphomannomutase, C-terminal domain",phosphomannomutase,0,910,G,manB,"K01840,K15778","PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV71250.1,HTZ92_3325,2.146201736,Belongs to the NadC ModD family,nicotinate-nucleotide pyrophosphorylase,3.28E-194,539,H,nadC,K00767,"QRPTase_C,QRPTase_N",Nicotinate and nicotinamide metabolism,Ab ATCC 19606
QXV71250.1,HTZ92_3325,2.146201736,Belongs to the NadC ModD family,nicotinate-nucleotide pyrophosphorylase,3.28E-194,539,H,nadC,K00767,"QRPTase_C,QRPTase_N", Metabolic pathways,Ab ATCC 19606
QXV71250.1,HTZ92_3325,2.146201736,Belongs to the NadC ModD family,nicotinate-nucleotide pyrophosphorylase,3.28E-194,539,H,nadC,K00767,"QRPTase_C,QRPTase_N", Biosynthesis of cofactors,Ab ATCC 19606
QXV71302.1,HTZ92_3377,1.157013478,Oxidoreductase NAD-binding domain,oxidoreductase,8.51E-243,667,C,-,K03863,"FAD_binding_6,Fer2,NAD_binding_1",Aminobenzoate degradation,Ab ATCC 19606
QXV71302.1,HTZ92_3377,1.157013478,Oxidoreductase NAD-binding domain,oxidoreductase,8.51E-243,667,C,-,K03863,"FAD_binding_6,Fer2,NAD_binding_1", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV71305.1,HTZ92_3380,2.795494896,Thiol disulfide interchange protein,DSBA oxidoreductase,6.44E-145,408,O,dsbA,K03673,DSBA,Cationic antimicrobial peptide (CAMP) resistance,Ab ATCC 19606
QXV71306.1,HTZ92_3381,1.085287599,O-methyltransferase that catalyzes the 2 O-methylation steps in the ubiquinone biosynthetic pathway,bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase,8.41E-175,486,H,ubiG,K00568,Methyltransf_23,Ubiquinone and other terpenoid-quinone biosynthesis,Ab ATCC 19606
QXV71306.1,HTZ92_3381,1.085287599,O-methyltransferase that catalyzes the 2 O-methylation steps in the ubiquinone biosynthetic pathway,bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase,8.41E-175,486,H,ubiG,K00568,Methyltransf_23, Metabolic pathways,Ab ATCC 19606
QXV71306.1,HTZ92_3381,1.085287599,O-methyltransferase that catalyzes the 2 O-methylation steps in the ubiquinone biosynthetic pathway,bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase,8.41E-175,486,H,ubiG,K00568,Methyltransf_23, Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV71306.1,HTZ92_3381,1.085287599,O-methyltransferase that catalyzes the 2 O-methylation steps in the ubiquinone biosynthetic pathway,bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase,8.41E-175,486,H,ubiG,K00568,Methyltransf_23, Biosynthesis of cofactors,Ab ATCC 19606
QXV71311.1,HTZ92_3386,3.196832286,Belongs to the acetyltransferase family. ArgA subfamily,N-acetylglutamate synthase,0,906,E,argA,K14682,"AA_kinase,Acetyltransf_1",Arginine biosynthesis,Ab ATCC 19606
QXV71311.1,HTZ92_3386,3.196832286,Belongs to the acetyltransferase family. ArgA subfamily,N-acetylglutamate synthase,0,906,E,argA,K14682,"AA_kinase,Acetyltransf_1", Metabolic pathways,Ab ATCC 19606
QXV71311.1,HTZ92_3386,3.196832286,Belongs to the acetyltransferase family. ArgA subfamily,N-acetylglutamate synthase,0,906,E,argA,K14682,"AA_kinase,Acetyltransf_1", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV71311.1,HTZ92_3386,3.196832286,Belongs to the acetyltransferase family. ArgA subfamily,N-acetylglutamate synthase,0,906,E,argA,K14682,"AA_kinase,Acetyltransf_1", 2-Oxocarboxylic acid metabolism,Ab ATCC 19606
QXV71311.1,HTZ92_3386,3.196832286,Belongs to the acetyltransferase family. ArgA subfamily,N-acetylglutamate synthase,0,906,E,argA,K14682,"AA_kinase,Acetyltransf_1", Biosynthesis of amino acids,Ab ATCC 19606
QXV71337.1,HTZ92_3412,1.180820531,Lytic murein transglycosylase,lytic transglycosylase,0,856,M,-,"K01792,K08305","Aldose_epim,PG_binding_1,SLT_2",Glycolysis / Gluconeogenesis,Ab ATCC 19606
QXV71337.1,HTZ92_3412,1.180820531,Lytic murein transglycosylase,lytic transglycosylase,0,856,M,-,"K01792,K08305","Aldose_epim,PG_binding_1,SLT_2", Metabolic pathways,Ab ATCC 19606
QXV71337.1,HTZ92_3412,1.180820531,Lytic murein transglycosylase,lytic transglycosylase,0,856,M,-,"K01792,K08305","Aldose_epim,PG_binding_1,SLT_2", Biosynthesis of secondary metabolites,Ab ATCC 19606
QXV71337.1,HTZ92_3412,1.180820531,Lytic murein transglycosylase,lytic transglycosylase,0,856,M,-,"K01792,K08305","Aldose_epim,PG_binding_1,SLT_2", Microbial metabolism in diverse environments,Ab ATCC 19606
QXV71388.1,HTZ92_3463,2.120096554,Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,RND efflux transporter,0,1978,V,-,"K18138,K18303",ACR_tran,beta-Lactam resistance,Ab ATCC 19606
QXV71388.1,HTZ92_3463,2.120096554,Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,RND efflux transporter,0,1978,V,-,"K18138,K18303",ACR_tran, Cationic antimicrobial peptide (CAMP) resistance,Ab ATCC 19606
QXV71440.1,HTZ92_3515,1.067521045,"Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain",bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase,0,882,M,glmU,K04042,"Hexapep,Hexapep_2,NTP_transf_3",Amino sugar and nucleotide sugar metabolism,Ab ATCC 19606
QXV71440.1,HTZ92_3515,1.067521045,"Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain",bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase,0,882,M,glmU,K04042,"Hexapep,Hexapep_2,NTP_transf_3", Biosynthesis of various nucleotide sugars,Ab ATCC 19606
QXV71440.1,HTZ92_3515,1.067521045,"Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain",bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase,0,882,M,glmU,K04042,"Hexapep,Hexapep_2,NTP_transf_3", Metabolic pathways,Ab ATCC 19606
QXV71440.1,HTZ92_3515,1.067521045,"Catalyzes the last two sequential reactions in the de novo biosynthetic pathway for UDP-N-acetylglucosamine (UDP- GlcNAc). The C-terminal domain catalyzes the transfer of acetyl group from acetyl coenzyme A to glucosamine-1-phosphate (GlcN-1-P) to produce N-acetylglucosamine-1-phosphate (GlcNAc-1-P), which is converted into UDP-GlcNAc by the transfer of uridine 5- monophosphate (from uridine 5-triphosphate), a reaction catalyzed by the N-terminal domain",bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase,0,882,M,glmU,K04042,"Hexapep,Hexapep_2,NTP_transf_3", Biosynthesis of nucleotide sugars,Ab ATCC 19606
QXV71537.1,HTZ92_3614,1.190113749,"The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate",excinuclease subunit A,0,1880,L,uvrA,K03701,ABC_tran,Nucleotide excision repair,Ab ATCC 19606
